path,reason,possible_categories,evidence
sw_plc/thrusterblue.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_cr_vehicle; sw_plc_mdrn,sw_cr_vehicle/corvette.mdl; sw_cr_vehicle/corvettesm.mdl; sw_plc_mdrn/plc_corvette.mdl
sw_plc/tn_gdoor06_01.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_door; sw_plc_mdrn,sw_door/tn_gdoor_06.mdl; sw_door/tn_gdoor_06.mdl; sw_plc_mdrn/bhp_dkft8f.mdl
sw_plc/torso.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_cr_creature; sw_plc_cep; sw_pt_belt; sw_pt_chest; sw_pt_head; sw_pt_lbicep; sw_pt_lfoot; sw_pt_lshin; sw_pt_lthigh; sw_pt_neck; sw_pt_pelvis; sw_pt_rbicep; sw_pt_rfoot; sw_pt_rshin; sw_pt_rthigh,sw_cr_creature/bf_grue_air.mdl; sw_cr_creature/bf_grue_air.mdl; sw_cr_creature/bf_grue_air.mdl; sw_cr_creature/bf_grue_air.mdl; sw_cr_creature/bf_grue_air.mdl; sw_cr_creature/bf_grue_air.mdl; sw_cr_creature/bf_grue_air.mdl; sw_cr_creature/bf_grue_air.mdl
sw_plc/torso_legs.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_cr_creature; sw_pt_pelvis,sw_cr_creature/c_ynpc_h_m13.mdl; sw_cr_creature/c_ynpc_h_m13.mdl; sw_cr_creature/c_ynpc_h_m14.mdl; sw_cr_creature/c_ynpc_h_m14.mdl; sw_cr_creature/c_ynpc_h_m14.mdl; sw_cr_creature/c_ynpc_h_m14.mdl; sw_cr_creature/c_ynpc_h_m14.mdl; sw_cr_creature/c_ynpc_h_m14.mdl
sw_plc/towel.tga,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc_mdrn; sw_t_office,sw_plc_mdrn/xiawtowel_01.mdl; sw_plc_mdrn/xiawtowel_01.mdl; sw_plc_mdrn/xiawtowel_01.mdl; sw_plc_mdrn/xiawtowel_01.mdl; sw_t_office/udp2_a36_02.mdl; sw_t_office/udp2_a36_02.mdl; sw_t_office/udp2_a36_02.mdl; sw_t_office/udp2_a36_02.mdl
sw_plc/tower_top.tga,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc_mdrn; sw_t_futcity,sw_plc_mdrn/bhp_dkft8e.mdl; sw_t_futcity/fcx01_e01_01.mdl; sw_t_futcity/fcx01_e01_01.mdl; sw_t_futcity/fcx01_e01_02.mdl; sw_t_futcity/fcx01_e01_02.mdl; sw_t_futcity/fcx01_e01_03.mdl; sw_t_futcity/fcx01_e01_03.mdl; sw_t_futcity/fcx01_e01_04.mdl
sw_plc/tze01_water01.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc_mdrn; sw_t_suburb,sw_plc_mdrn/udp-p-112.mdl; sw_plc_mdrn/udp-p-113.mdl; sw_plc_mdrn/udp-p-114.mdl; sw_t_suburb/udp1_a10_01.mdl; sw_t_suburb/udp1_a10_02.mdl; sw_t_suburb/udp1_a10_03.mdl; sw_t_suburb/udp1_a10_04.mdl; sw_t_suburb/udp1_a10_05.mdl
sw_plc/tze01_water01.txi,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc_mdrn; sw_t_suburb,sw_plc_mdrn/udp-p-112.mdl; sw_plc_mdrn/udp-p-113.mdl; sw_plc_mdrn/udp-p-114.mdl; sw_t_suburb/udp1_a10_01.mdl; sw_t_suburb/udp1_a10_02.mdl; sw_t_suburb/udp1_a10_03.mdl; sw_t_suburb/udp1_a10_04.mdl; sw_t_suburb/udp1_a10_05.mdl
sw_plc/u4skin.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc_mdrn; sw_weapon,sw_plc_mdrn/vos_scifi_rfl8.mdl; sw_plc_mdrn/vos_scifi_rfl8s.mdl; sw_weapon/wbwsl_m_171.mdl; sw_weapon/wbwsl_m_172.mdl; sw_weapon/wbwsl_m_173.mdl; sw_weapon/wbwsl_m_174.mdl; sw_weapon/wbwxh_m_132.mdl; sw_weapon/wbwxh_m_171.mdl
sw_plc/uguglrs1.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc_mdrn; sw_weapon,sw_plc_mdrn/vos_boltgun.mdl; sw_weapon/wbwxl_m_025.mdl; sw_weapon/wbwxl_m_026.mdl
sw_plc/v_skyhop.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc_mdrn; sw_t_starship,sw_plc_mdrn/v_skyhopper.mdl; sw_t_starship/fci01_b01_01.mdl; sw_t_starship/fci01_j01_18.mdl; sw_t_starship/fci01_k01_14.mdl
sw_plc/vdgreenmetal.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc_mdrn; sw_weapon,sw_plc_mdrn/vos_40ksniper.mdl; sw_plc_mdrn/vos_boltgun.mdl; sw_weapon/wbwxl_m_015.mdl; sw_weapon/wbwxl_m_025.mdl; sw_weapon/wbwxl_m_035.mdl
sw_plc/vitre.tga,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc_cep; sw_plc_mdrn; sw_t_cepdesert; sw_t_starship; sw_t_tatooine,sw_plc_cep/jzc_lndspd01.mdl; sw_plc_mdrn/plc_bacta_001.mdl; sw_t_cepdesert/ttd01_l03_01.mdl; sw_t_starship/fci01_m02_01.mdl; sw_t_starship/fci01_m02_01.mdl; sw_t_starship/fci01_m02_01.mdl; sw_t_starship/fci01_m02_01.mdl; sw_t_starship/fci01_m02_01.mdl
sw_plc/wall02_cncrt01.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_t_modernex; sw_t_shadowrun,sw_t_modernex/dgw01_d31_01.mdl; sw_t_modernex/dgw01_d31_01.mdl; sw_t_modernex/dgw01_d31_01.mdl; sw_t_modernex/dgw01_d31_01.mdl; sw_t_modernex/dgw01_d31_01.mdl; sw_t_modernex/dgw01_d31_01.mdl; sw_t_modernex/dgw01_d31_01.mdl; sw_t_modernex/dgw01_d31_01.mdl
sw_plc/warhawk_main.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc_mdrn; sw_weapon,sw_plc_mdrn/vos_scifigun27.mdl; sw_weapon/wbwsh_m_221.mdl; sw_weapon/wbwsh_m_222.mdl; sw_weapon/wbwsh_m_251.mdl; sw_weapon/wbwsh_m_252.mdl; sw_weapon/wbwsl_123.mdl
sw_plc/warhawkbarrel.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc_mdrn; sw_weapon,sw_plc_mdrn/vos_scifigun27.mdl; sw_weapon/wbwsh_m_221.mdl; sw_weapon/wbwsh_m_222.mdl; sw_weapon/wbwsh_m_251.mdl; sw_weapon/wbwsh_m_252.mdl; sw_weapon/wbwsl_123.mdl
sw_plc/warhawkfinal2.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc_mdrn; sw_weapon,sw_plc_mdrn/vos_scifigun27.mdl; sw_weapon/wbwsh_m_221.mdl; sw_weapon/wbwsh_m_221.mdl; sw_weapon/wbwsh_m_221.mdl; sw_weapon/wbwsh_m_221.mdl; sw_weapon/wbwsh_m_221.mdl; sw_weapon/wbwsh_m_222.mdl; sw_weapon/wbwsh_m_222.mdl
sw_plc/water.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc_cep; sw_plc_mdrn; sw_plc_swtor; sw_skybox; sw_t_castle1; sw_t_cepcityex; sw_t_cepcityin; sw_t_cepcrypt; sw_t_cepforest; sw_t_ceprural; sw_t_modernex; sw_t_office; sw_t_season; sw_t_secbase; sw_t_secretbs; sw_t_starship; sw_t_suburb; sw_t_treetop; sw_t_wildland; sw_t_wildwood,sw_plc_cep/cccad_jar_i2.mdl; sw_plc_cep/cccad_jar_i2.mdl; sw_plc_cep/cccad_jar_i4.mdl; sw_plc_cep/cccad_jar_i4.mdl; sw_plc_cep/pkt_sffount02.mdl; sw_plc_cep/zlc_h76.mdl; sw_plc_mdrn/mod01_o01_06.mdl; sw_plc_mdrn/mod01_o01_06.mdl
sw_plc/water.tga,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc_cep; sw_plc_mdrn; sw_plc_swtor; sw_skybox; sw_t_castle1; sw_t_cepcityex; sw_t_cepcityin; sw_t_cepcrypt; sw_t_cepforest; sw_t_ceprural; sw_t_modernex; sw_t_office; sw_t_season; sw_t_secbase; sw_t_secretbs; sw_t_starship; sw_t_suburb; sw_t_treetop; sw_t_wildland; sw_t_wildwood,sw_plc_cep/cccad_jar_i2.mdl; sw_plc_cep/cccad_jar_i2.mdl; sw_plc_cep/cccad_jar_i4.mdl; sw_plc_cep/cccad_jar_i4.mdl; sw_plc_cep/pkt_sffount02.mdl; sw_plc_cep/zlc_h76.mdl; sw_plc_mdrn/mod01_o01_06.mdl; sw_plc_mdrn/mod01_o01_06.mdl
sw_plc/win2.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_t_cepcityin; sw_t_modernex,sw_t_cepcityin/zin01_a01_01.mdl; sw_t_cepcityin/zin01_a01_02.mdl; sw_t_cepcityin/zin01_a01_03.mdl; sw_t_cepcityin/zin01_a02_01.mdl; sw_t_cepcityin/zin01_a02_02.mdl; sw_t_cepcityin/zin01_a03_01.mdl; sw_t_cepcityin/zin01_a05_01.mdl; sw_t_cepcityin/zin01_a05_02.mdl
sw_plc/window2.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc_cep; sw_t_cepcityex; sw_t_cepunder; sw_t_jungle; sw_t_planet,sw_plc_cep/zlc_l46.mdl; sw_plc_cep/zlc_l46.mdl; sw_t_cepcityex/zcn01_f02_01.mdl; sw_t_cepcityex/zcn01_f04_03.mdl; sw_t_cepcityex/zcn01_f04_04.mdl; sw_t_cepcityex/zcn02_f02_01.mdl; sw_t_cepcityex/zcn02_f04_03.mdl; sw_t_cepcityex/zcn02_f04_04.mdl
sw_plc/window_01.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_t_futcity; sw_t_modernex,sw_t_futcity/fcx01_o01_01.mdl; sw_t_futcity/fcx01_p01_01.mdl; sw_t_modernex/rdt01_e22_01.mdl; sw_t_modernex/rdt01_e22_01.mdl; sw_t_modernex/rdt01_e22_02.mdl; sw_t_modernex/rdt01_e22_02.mdl; sw_t_modernex/rdt01_e22_03.mdl; sw_t_modernex/rdt01_e22_03.mdl
sw_plc/window_tex07.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_t_modernex; sw_t_shadowrun,sw_t_modernex/dgt04_e01_03.mdl; sw_t_modernex/dgt04_e01_03.mdl; sw_t_modernex/dgt04_e01_04.mdl; sw_t_modernex/dgt04_e05_01.mdl; sw_t_modernex/dgt04_e05_01.mdl; sw_t_modernex/dgt04_e08_01.mdl; sw_t_modernex/dgt04_e08_01.mdl; sw_t_modernex/dgt04_e11_05.mdl
sw_plc/window_tex07.txi,Potential consumers span multiple categories; preserve current shared-resource location,sw_t_modernex; sw_t_shadowrun,sw_t_modernex/dgt04_e01_03.mdl; sw_t_modernex/dgt04_e01_03.mdl; sw_t_modernex/dgt04_e01_04.mdl; sw_t_modernex/dgt04_e05_01.mdl; sw_t_modernex/dgt04_e05_01.mdl; sw_t_modernex/dgt04_e08_01.mdl; sw_t_modernex/dgt04_e08_01.mdl; sw_t_modernex/dgt04_e11_05.mdl
sw_plc/window_tex08.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_t_modernex; sw_t_shadowrun,sw_t_modernex/dgt04_e05_01.mdl; sw_t_modernex/dgt04_e05_01.mdl; sw_t_modernex/dgt04_e05_01.mdl; sw_t_modernex/dgt04_e06_01.mdl; sw_t_modernex/dgt04_e06_01.mdl; sw_t_modernex/dgt04_e08_01.mdl; sw_t_modernex/dgt04_e08_01.mdl; sw_t_modernex/dgt05_h11_01.mdl
sw_plc_cep/G_Raptorbody.tga,Potential consumers span multiple categories; preserve current shared-resource location,sw_cr_creature; sw_plc,sw_cr_creature/c_allosaurus.mdl; sw_cr_creature/c_allosaurus.mdl; sw_cr_creature/c_allosaurus.mdl; sw_cr_creature/c_allosaurus.mdl; sw_cr_creature/c_spinosaurus.mdl; sw_cr_creature/c_spinosaurus.mdl; sw_cr_creature/c_spinosaurus.mdl; sw_cr_creature/c_spinosaurus.mdl
sw_plc_cep/ad_stl_red.tga,Potential consumers span multiple categories; preserve current shared-resource location,sw_item; sw_weapon,sw_item/it_thnmisc_098.mdl; sw_item/it_torch_025.mdl; sw_item/it_torch_029.mdl; sw_weapon/wblfl_t_061.mdl; sw_weapon/wblfl_t_062.mdl; sw_weapon/wblfl_t_063.mdl; sw_weapon/wblfl_t_064.mdl
sw_plc_cep/ad_wd_oak_lights.tga,Potential consumers span multiple categories; preserve current shared-resource location,sw_pt_lfoot; sw_pt_rfoot,sw_pt_lfoot/pfa0_footl190.mdl; sw_pt_lfoot/pfa2_footl190.mdl; sw_pt_lfoot/pfd2_footl190.mdl; sw_pt_lfoot/pfe2_footl190.mdl; sw_pt_lfoot/pfg0_footl190.mdl; sw_pt_lfoot/pfg2_footl190.mdl; sw_pt_lfoot/pfh2_footl190.mdl; sw_pt_lfoot/pfo2_footl190.mdl
sw_plc_cep/ad_wd_oak_lights.txi,Potential consumers span multiple categories; preserve current shared-resource location,sw_pt_lfoot; sw_pt_rfoot,sw_pt_lfoot/pfa0_footl190.mdl; sw_pt_lfoot/pfa2_footl190.mdl; sw_pt_lfoot/pfd2_footl190.mdl; sw_pt_lfoot/pfe2_footl190.mdl; sw_pt_lfoot/pfg0_footl190.mdl; sw_pt_lfoot/pfg2_footl190.mdl; sw_pt_lfoot/pfh2_footl190.mdl; sw_pt_lfoot/pfo2_footl190.mdl
sw_plc_cep/ad_wrap_browns.tga,Potential consumers span multiple categories; preserve current shared-resource location,sw_pt_lfoot; sw_pt_rfoot,sw_pt_lfoot/pfa0_footl190.mdl; sw_pt_lfoot/pfa2_footl190.mdl; sw_pt_lfoot/pfd2_footl190.mdl; sw_pt_lfoot/pfe2_footl190.mdl; sw_pt_lfoot/pfg0_footl190.mdl; sw_pt_lfoot/pfg2_footl190.mdl; sw_pt_lfoot/pfh2_footl190.mdl; sw_pt_lfoot/pfo2_footl190.mdl
sw_plc_cep/ad_wrap_browns.txi,Potential consumers span multiple categories; preserve current shared-resource location,sw_pt_lfoot; sw_pt_rfoot,sw_pt_lfoot/pfa0_footl190.mdl; sw_pt_lfoot/pfa2_footl190.mdl; sw_pt_lfoot/pfd2_footl190.mdl; sw_pt_lfoot/pfe2_footl190.mdl; sw_pt_lfoot/pfg0_footl190.mdl; sw_pt_lfoot/pfg2_footl190.mdl; sw_pt_lfoot/pfh2_footl190.mdl; sw_pt_lfoot/pfo2_footl190.mdl
sw_plc_cep/al_leather06_tex.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc; sw_weapon,sw_plc/abp_dagger1_1.mdl; sw_plc/abp_weaprack_1.mdl; sw_plc/abp_weaprack_1.mdl; sw_plc/abp_weaprack_1.mdl; sw_plc/abp_weaprack_1.mdl; sw_plc/abp_weaprack_3.mdl; sw_plc/abp_weaprack_3.mdl; sw_plc/abp_weaprack_3.mdl
sw_plc_cep/ant_head.dds,Raw binary token matched but could not verify actual resource declaration; leave unchanged,,sw_cr_creature/c_wasp.mdl; sw_cr_creature/c_wasp.mdl; sw_cr_creature/c_wasp.mdl; sw_cr_creature/c_wasp.mdl; sw_cr_creature/c_wasp.mdl; sw_cr_creature/c_wasp.mdl; sw_cr_creature/c_wasp.mdl; sw_cr_creature/c_wasp.mdl
sw_plc_cep/blade.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_cr_creature; sw_plc; sw_plc_mdrn; sw_weapon,sw_cr_creature/c_avatar.mdl; sw_cr_creature/c_avatar.mdl; sw_cr_creature/c_avatar.mdl; sw_cr_creature/c_avatar.mdl; sw_cr_creature/c_avatar.mdl; sw_cr_creature/c_avatar.mdl; sw_cr_creature/c_avatar.mdl; sw_cr_creature/c_avatar.mdl
sw_plc_cep/blk.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc; sw_t_cepcityin,sw_plc/st_pillar02.mdl; sw_t_cepcityin/zin01_m50_02.mdl; sw_t_cepcityin/zin01_m50_03.mdl; sw_t_cepcityin/zin01_m50_07.mdl; sw_t_cepcityin/zin01_m50_08.mdl
sw_plc_cep/blumetl.tga,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc; sw_t_cepcityin,sw_plc/dca04_e01_03.mdl; sw_plc/st_table03.mdl; sw_t_cepcityin/zin01_f46_01.mdl; sw_t_cepcityin/zin01_f46_01.mdl; sw_t_cepcityin/zin01_f46_01.mdl; sw_t_cepcityin/zin01_f46_01.mdl; sw_t_cepcityin/zin01_f46_01.mdl; sw_t_cepcityin/zin01_f46_01.mdl
sw_plc_cep/bottle.tga,Potential consumers span multiple categories; preserve current shared-resource location,sw_cr_creature; sw_item; sw_plc_mdrn,sw_cr_creature/c_rednose.mdl; sw_cr_creature/c_rednose.mdl; sw_item/it_x1_gren_001.mdl; sw_item/it_x1_gren_003.mdl; sw_item/it_x1_gren_006.mdl; sw_plc_mdrn/bar_clutter.mdl; sw_plc_mdrn/bar_clutter.mdl; sw_plc_mdrn/bar_clutter.mdl
sw_plc_cep/brownwall05.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_t_cepcityex; sw_t_cepcityin,sw_t_cepcityex/zcn01_e41_01.mdl; sw_t_cepcityex/zcn01_e42_01.mdl; sw_t_cepcityex/zcn01_e42_02.mdl; sw_t_cepcityex/zcn01_e42_03.mdl; sw_t_cepcityex/zcn01_e43_01.mdl; sw_t_cepcityex/zcn01_e44_01.mdl; sw_t_cepcityex/zcn01_e44_02.mdl; sw_t_cepcityex/zcn01_e44_03.mdl
sw_plc_cep/c_mineliftl.mdl,"Naming or last table-row classifier disagrees, but duplicate/untagged legacy table rows do not prove source-pack provenance",,
sw_plc_cep/c_mineliftl.pwk,"Naming or last table-row classifier disagrees, but duplicate/untagged legacy table rows do not prove source-pack provenance",,
sw_plc_cep/c_mineliftm.mdl,"Naming or last table-row classifier disagrees, but duplicate/untagged legacy table rows do not prove source-pack provenance",,
sw_plc_cep/c_mineliftm.pwk,"Naming or last table-row classifier disagrees, but duplicate/untagged legacy table rows do not prove source-pack provenance",,
sw_plc_cep/cdle01_b.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc; sw_t_cepcityin,sw_plc/plx_cndl.mdl; sw_t_cepcityin/zin01_d46_01.mdl; sw_t_cepcityin/zin01_d46_01.mdl; sw_t_cepcityin/zin01_d46_01.mdl
sw_plc_cep/centre.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc_mdrn; sw_weapon,sw_plc_mdrn/jz_ventilo2.mdl; sw_plc_mdrn/jz_ventilo2.mdl; sw_plc_mdrn/jz_ventilo2.mdl; sw_weapon/ashto_062.mdl; sw_weapon/ashto_062.mdl; sw_weapon/ashto_063.mdl; sw_weapon/ashto_064.mdl; sw_weapon/ashto_065.mdl
sw_plc_cep/cndl01bse.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc; sw_t_cepcityin,sw_plc/plx_cndl.mdl; sw_t_cepcityin/zin01_d46_01.mdl
sw_plc_cep/cndl02bse.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc; sw_t_cepcityin,sw_plc/plx_cndl.mdl; sw_t_cepcityin/zin01_d46_01.mdl; sw_t_cepcityin/zin01_d50_03.mdl
sw_plc_cep/cndl02bse.tga,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc; sw_t_cepcityin,sw_plc/plx_cndl.mdl; sw_t_cepcityin/zin01_d46_01.mdl; sw_t_cepcityin/zin01_d50_03.mdl
sw_plc_cep/ct01_treefol08.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc; sw_t_ravforest,sw_plc/plc_evchpine01.mdl; sw_plc/plc_evcrpine01.mdl; sw_plc/plc_evcrpine02.mdl; sw_plc/plc_evpine01.mdl; sw_plc/plc_evpine02.mdl; sw_plc/plc_evpine03.mdl; sw_plc/plc_evpine04.mdl; sw_plc/plc_evpine06.mdl
sw_plc_cep/ct01_treefol12.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc; sw_t_ravforest,sw_plc/plc_evchpine01.mdl; sw_plc/plc_evchpine02.mdl; sw_plc/plc_evchpine02.mdl; sw_plc/plc_evcrpine01.mdl; sw_plc/plc_evcrpine02.mdl; sw_plc/plc_evpine01.mdl; sw_plc/plc_evpine01a.mdl; sw_plc/plc_evpine01a.mdl
sw_plc_cep/ct_bark00.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc; sw_t_ravforest,sw_plc/plc_evchpine01.mdl; sw_plc/plc_evchpine01.mdl; sw_plc/plc_evchpine02.mdl; sw_plc/plc_evchpine02.mdl; sw_plc/plc_evcrpine01.mdl; sw_plc/plc_evcrpine02.mdl; sw_plc/plc_evcrpine03.mdl; sw_plc/plc_evcrpine03.mdl
sw_plc_cep/ct_bark01b.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc; sw_t_ravforest,sw_plc/plc_evpine01.mdl; sw_plc/plc_evpine01a.mdl; sw_plc/plc_evpine02.mdl; sw_plc/plc_evpine03.mdl; sw_plc/plc_evpine04.mdl; sw_plc/plc_evpine05.mdl; sw_plc/plc_evpine06.mdl; sw_t_ravforest/mb012_a01_01.mdl
sw_plc_cep/deepmistback.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc; sw_weapon,sw_plc/clam_001.mdl; sw_plc/clam_001.mdl; sw_weapon/ashlw_099.mdl; sw_weapon/ashsw_058.mdl; sw_weapon/ashto_240.mdl
sw_plc_cep/deepmistclam.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc; sw_weapon,sw_plc/clam_001.mdl; sw_plc/clam_001.mdl; sw_weapon/ashlw_099.mdl; sw_weapon/ashsw_058.mdl; sw_weapon/ashto_240.mdl
sw_plc_cep/dragon.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc_mdrn; sw_weapon,sw_plc_mdrn/jvb_statue04.mdl; sw_weapon/wmgfs_m_031.mdl; sw_weapon/wmgfs_m_031.mdl; sw_weapon/wmgfs_m_031.mdl
sw_plc_cep/floor_a01.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc; sw_t_cepcityin,sw_plc/st_dirty.mdl; sw_t_cepcityin/zin01_a42_05.mdl; sw_t_cepcityin/zin01_a45_02.mdl; sw_t_cepcityin/zin01_c41_01.mdl; sw_t_cepcityin/zin01_c42_01.mdl; sw_t_cepcityin/zin01_d50_04.mdl; sw_t_cepcityin/zin01_f41_01.mdl; sw_t_cepcityin/zin01_f41_02.mdl
sw_plc_cep/floorslabs.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc; sw_t_cepcityin,sw_plc/st_wall03.mdl; sw_t_cepcityin/zin01_a41_01.mdl; sw_t_cepcityin/zin01_a41_02.mdl; sw_t_cepcityin/zin01_a41_03.mdl; sw_t_cepcityin/zin01_a42_01.mdl; sw_t_cepcityin/zin01_a42_02.mdl; sw_t_cepcityin/zin01_a42_03.mdl; sw_t_cepcityin/zin01_a42_04.mdl
sw_plc_cep/gg-brk-reg2.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc; sw_t_office,sw_plc/gi-p-firepl.mdl; sw_plc/gi-p-firepl.mdl; sw_t_office/udp2_a20_01.mdl; sw_t_office/udp2_a20_06.mdl; sw_t_office/udp2_a20_06.mdl; sw_t_office/udp2_a20_07.mdl; sw_t_office/udp2_a20_07.mdl
sw_plc_cep/gg-conc.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc; sw_plc_mdrn; sw_t_office; sw_t_suburb,sw_plc/gi-p-firepl.mdl; sw_plc_mdrn/udp-p-89.mdl; sw_t_office/udp2_a20_06.mdl; sw_t_office/udp2_a20_07.mdl; sw_t_suburb/udp1_i01_03.mdl; sw_t_suburb/udp1_i01_14.mdl; sw_t_suburb/udp1_i02_03.mdl; sw_t_suburb/udp1_i02_08.mdl
sw_plc_cep/gg-conc3.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc; sw_plc_mdrn; sw_t_office,sw_plc/gi-p-firepl.mdl; sw_plc/gi-p-firepl.mdl; sw_plc_mdrn/udp-p-107.mdl; sw_plc_mdrn/udp-p-108.mdl; sw_plc_mdrn/udp-p-111.mdl; sw_plc_mdrn/udp-p-111.mdl; sw_plc_mdrn/udp-p-111.mdl; sw_plc_mdrn/udp-p-111.mdl
sw_plc_cep/gg-flwr-pne.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc; sw_plc_mdrn,sw_plc/gi-p-plant03.mdl; sw_plc_mdrn/udp-p-136.mdl; sw_plc_mdrn/udp-p-137.mdl; sw_plc_mdrn/udp-p-139.mdl; sw_plc_mdrn/udp-p-154.mdl
sw_plc_cep/gg-flwr1.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc; sw_plc_mdrn,sw_plc/gi-p-plant07.mdl; sw_plc/gi-p-plant07.mdl; sw_plc/gi-p-plant07.mdl; sw_plc/gi-p-plant07.mdl; sw_plc/gi-p-plant07.mdl; sw_plc/gi-p-plant07.mdl; sw_plc/gi-p-plant07.mdl; sw_plc/gi-p-plant07.mdl
sw_plc_cep/gg-flwr12.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc; sw_plc_mdrn,sw_plc/gi-p-plant04.mdl; sw_plc_mdrn/udp-p-155.mdl
sw_plc_cep/gg-flwr2.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc; sw_plc_mdrn,sw_plc/gi-p-plant01.mdl; sw_plc/gi-p-plant01.mdl; sw_plc/gi-p-plant01.mdl; sw_plc/gi-p-plant09.mdl; sw_plc/gi-p-plant09.mdl; sw_plc/gi-p-plant09.mdl; sw_plc/gi-p-plant09.mdl; sw_plc/gi-p-plant09.mdl
sw_plc_cep/gg-flwr4.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc; sw_plc_mdrn,sw_plc/gi-p-plant08.mdl; sw_plc/gi-p-plant08.mdl; sw_plc/gi-p-plant08.mdl; sw_plc/gi-p-plant08.mdl; sw_plc/gi-p-plant08.mdl; sw_plc/gi-p-plant08.mdl; sw_plc/gi-p-plant08.mdl; sw_plc_mdrn/udp-p-159.mdl
sw_plc_cep/gg-flwr8.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc; sw_plc_mdrn,sw_plc/gi-p-plant11.mdl; sw_plc_mdrn/udp-p-143.mdl; sw_plc_mdrn/udp-p-143.mdl; sw_plc_mdrn/udp-p-143.mdl; sw_plc_mdrn/udp-p-162.mdl
sw_plc_cep/gg-flwr9.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc; sw_plc_mdrn,sw_plc/gi-p-plant02.mdl; sw_plc/gi-p-plant10.mdl; sw_plc/gi-p-plant10.mdl; sw_plc/gi-p-plant10.mdl; sw_plc/gi-p-plant10.mdl; sw_plc/gi-p-vase.mdl; sw_plc_mdrn/udp-p-140.mdl; sw_plc_mdrn/udp-p-140.mdl
sw_plc_cep/gg-msc-dirt.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_plc; sw_plc_mdrn,sw_plc/gi-p-plant01.mdl; sw_plc/gi-p-plant02.mdl; sw_plc/gi-p-plant03.mdl; sw_plc/gi-p-plant04.mdl; sw_plc/gi-p-plant05.mdl; sw_plc/gi-p-plant06.mdl; sw_plc/gi-p-plant07.mdl; sw_plc/gi-p-plant08.mdl
sw_plc_cep/gg-msc-fence.dds,Potential consumers span multiple categories; preserve current shared-resource location,sw_door; sw_plc,sw_door/t_door92.mdl; sw_plc/gi-p-chair.mdl
